Id,firstName,lastName,salary,managerId
860,Stanley,Phillips,02290,377
861,Virginia,Nash,92955,763
862,Jeffrey,Weber,25123,949
863,Dominic,Mack,43136,996
864,Ada,Day,51812,907
865,Jared,Grant,39144,058
866,Leroy,Meyer,45989,850
867,Tony,Abbott,72630,676
868,Sean,Maldonado,42923,953
869,Ricky,Cannon,86758,858
870,Howard,Conner,27567,803
871,Marian,Watson,36317,310
872,Bess,Austin,88581,997
873,Rosetta,Miller,37740,231
874,Bernard,Frazier,00498,091
875,Allie,Vega,71877,504
876,Walter,Turner,66553,515
877,Lora,Sparks,69929,948
878,Don,Robbins,26063,843
879,Henrietta,Robbins,13496,972
880,Ola,Rivera,48301,297
881,Lucille,Pena,51572,974
882,Dorothy,Nunez,10922,217
883,Maggie,Neal,12250,989
884,Richard,Silva,32418,401
885,Bryan,Park,02497,785
886,Isabella,Butler,61967,621
887,Barry,Rodriguez,22727,299
888,Annie,Brock,83429,783
889,Willie,Tran,44574,198
890,Eleanor,Hopkins,50020,459
891,Willie,Gonzales,82319,644
892,Chase,Huff,90693,826
893,Mabelle,Willis,45833,320
894,Lenora,Jensen,19014,264
895,Jane,Luna,41555,320
896,Danny,Harmon,93515,794
897,Leroy,Bryant,72977,089
898,Lela,Adkins,82079,403
899,Emily,Black,20589,639
900,Josephine,Huff,32344,129
901,Bernard,Bennett,63219,742
902,Louisa,Curry,77436,271
903,Alejandro,Nguyen,86875,910
904,Blake,Roy,37934,257
905,Gary,Fitzgerald,18059,682
906,Milton,Lane,40058,061
907,Daniel,Walsh,14595,451
908,Dora,Harris,11253,446
909,Norman,Sharp,55694,501
910,Stephen,Underwood,61881,541
911,Steven,Silva,42028,148
912,Belle,Boyd,56306,057
913,Corey,Silva,22950,266
914,Rosa,Burke,91032,956
915,Blanche,Obrien,25899,270
916,Janie,Cannon,13224,180
917,Victoria,Williamson,63102,526
918,Caleb,Rice,57125,369
919,Nathan,Clark,59861,028
920,Ola,Ball,61428,339
921,Jon,Carter,99972,344
922,Verna,Hicks,53249,630
923,Louise,Davis,19283,766
924,Amy,Warren,05276,480
925,Dale,Love,05859,679
926,Trevor,Nash,93870,435
927,Estella,Lamb,02864,976
928,Edna,Romero,07948,831
929,Lula,Flores,13910,374
930,Craig,Hawkins,85085,973
931,Aaron,Parker,85753,705
932,Gabriel,Harrison,69701,548
933,Maria,Alvarez,03170,105
934,Gregory,Reid,00889,318
935,Benjamin,Clayton,52033,614
936,Ethel,Tate,36483,444
937,Cameron,Luna,72257,647
938,Alexander,Berry,36388,137
939,Rosie,Castro,23631,137
940,Cecelia,Massey,82730,815
941,Jayden,Burton,29857,278
942,Tom,Powell,69405,985
943,Isaac,Allison,95570,714
944,Hilda,Jenkins,92127,093
945,Ida,Rios,02876,096
946,Hannah,Montgomery,72788,208
947,Florence,Jenkins,21238,188
948,Nathaniel,Mann,17094,042
949,Emilie,Jones,60931,138
950,Johanna,Lucas,38581,357
951,Agnes,Patrick,29352,128
952,Agnes,Garner,05491,342
953,Isabel,Bridges,94624,368
954,Jeanette,Morton,67978,057
955,Roy,Mack,74186,206
956,Troy,Benson,13065,260
957,Dorothy,Higgins,15284,236
958,Sue,Simpson,81493,310
959,Georgie,Douglas,45902,848
960,Violet,Hughes,66071,450
961,Catherine,Lane,91394,732
962,Duane,Luna,16719,971
963,Adrian,Wise,85719,303
964,Duane,Holloway,95215,475
965,Lora,Barker,13227,278
966,Marcus,Anderson,58641,719
967,Brandon,Nelson,59992,434
968,Erik,Fitzgerald,63020,731
969,Victor,Conner,22586,805
970,Nancy,Walton,22896,080
971,Madge,Cook,38382,247
972,Tyler,Hodges,59076,935
973,Georgia,Williamson,64202,726
974,Verna,Holloway,48802,623
975,Joel,Burton,80149,321
976,Ruth,Ferguson,08741,456
977,Eleanor,Roberts,03411,630
978,Martin,Caldwell,65338,786
979,Fannie,Bass,62921,054
980,Ronnie,Castro,77345,817
981,Francis,Hopkins,83206,691
982,Abbie,Rhodes,14883,763
983,Jerry,Potter,13596,988
984,Jack,Barnes,81066,016
985,Susan,Aguilar,14485,004
986,Rosie,Weber,18114,115
987,Lina,White,83416,182
988,Isaac,Bradley,14809,178
989,Kate,Ross,85982,691
990,Marc,Curry,95921,766
991,Cora,Wagner,47943,669
992,Phoebe,Nichols,26946,779
993,Glenn,Clayton,51079,431
994,Minerva,Moran,41586,575
995,Edgar,Walker,45949,377
996,Mina,Horton,71364,518
997,Lucile,Wolfe,76298,003
998,Terry,Hansen,58405,330
999,Leonard,Potter,22821,896
1000,Allie,Saunders,51612,524
